text,label
enterprise,human
ngo,human
management,human
nonprofit,human
institutions,human
corporate,human
systematic,human
foundation,human
organizer,human
agencies,human
organizing,human
development,human
planning,human
troupe,human
mission,human
judiciary,human
lattice,human
commencement,human
disposal,human
alignment,human
brotherhood,human
listing,human
colonization,human
nasa,human
subsidiary,human
rights,human
advocacy,human
activities,human
established,human
promoting,human
working,human
sponsored,human
child,human
ape,human
customs,human
woman,human
genetics,human
chad,human
victim,human
nobody,human
personally,human
walking,human
instinct,human
kg,human
childhood,human
fire,human
beauty,human
populace,human
knowing,human
dna,human
gets,human
rarely,human
presumably,human
supposedly,human
populous,human
almost,human
couple,human
normally,human
finds,human
parents,human
unknown,human
goes,human
tanzania,human
philanthropist,human
radical,human
bracket,human
meet,human
partners,human
partner,human
cluster,human
squad,human
crowd,human
mob,human
age,human
pair,human
contact,human
grouping,human
humanity,human
mankind,human
accumulation,human
aggregation,human
masses,human
multitude,human
lump,human
leading,human
holding,human
largest,human
including,human
formed,human
rival,human
representing,human
led,human
joined,human
exhausted,numeric
escort,numeric
associate,numeric
scheduled,numeric
due,numeric
dates,numeric
week,numeric
milestone,numeric
girlfriend,numeric
comrade,numeric
fellow,numeric
epoch,numeric
previous,numeric
following,numeric
dated,numeric
ending,numeric
earliest,numeric
preceding,numeric
extended,numeric
followed,numeric
officially,numeric
changed,numeric
april,numeric
november,numeric
conclusion,numeric
earlier,numeric
reached,numeric
september,numeric
ends,numeric
months,numeric
december,numeric
dating,numeric
weeks,numeric
planned,numeric
begin,numeric
originally,numeric
close,numeric
interval,numeric
closeness,numeric
gauge,numeric
route,numeric
leap,numeric
indifference,numeric
radius,numeric
apart,numeric
mechanics,numeric
stretch,numeric
reach,numeric
parallel,numeric
isolation,numeric
currency,numeric
toll,numeric
damage,numeric
discount,numeric
edict,numeric
guild,numeric
ensure,numeric
harmony,numeric
orders,numeric
protection,numeric
ordination,numeric
grading,numeric
scaling,numeric
succession,numeric
architecture,numeric
ban,numeric
closure,numeric
summons,numeric
hunt,numeric
deacon,numeric
priest,numeric
quiet,numeric
allowed,numeric
allowing,numeric
able,numeric
decided,numeric
powers,numeric
possibly,numeric
injunction,numeric
effectively,numeric
ordered,numeric
needed,numeric
instructions,numeric
decrees,numeric
seeks,numeric
seventeen,numeric
eighteen,numeric
sixteen,numeric
nineteen,numeric
myriad,numeric
integer,numeric
thirteen,numeric
three,numeric
7,numeric
duration,numeric
clip,numeric
bit,numeric
perception,numeric
mold,numeric
instant,numeric
infinity,numeric
incarnation,numeric
patch,numeric
navigation,numeric
astronomy,numeric
awareness,numeric
again,numeric
hr,numeric
sixty,numeric
finally,numeric
went,numeric
took,numeric
gone,numeric
started,numeric
noon,numeric
temporal,numeric
bell,numeric
formerly,numeric
rotation,numeric
overtime,numeric
simultaneously,numeric
millennium,numeric
share,numeric
estimates,numeric
cents,numeric
fell,numeric
surged,numeric
dropped,numeric
soared,numeric
shares,numeric
accounted,numeric
increased,numeric
gained,numeric
dollars,numeric
augustus,numeric
hurry,numeric
hurrying,numeric
mph,numeric
tempo,numeric
sprint,numeric
cadence,numeric
chalk,numeric
crank,numeric
glass,numeric
trash,numeric
flutter,numeric
zoom,numeric
barge,numeric
buck,numeric
accelerating,numeric
accelerated,numeric
quickly,numeric
pacing,numeric
urgency,numeric
sensitivity,numeric
shifter,numeric
rhythm,numeric
delay,numeric
dispatch,numeric
cruise,numeric
buzz,numeric
career,numeric
braking,numeric
passing,numeric
drives,numeric
switching,numeric
powered,numeric
mercury,numeric
entropy,numeric
humidity,numeric
warmth,numeric
heating,numeric
dry,numeric
cooling,numeric
moisture,numeric
ecology,numeric
temperatures,numeric
vibration,numeric
cooler,numeric
measurements,numeric
melting,numeric
decreases,numeric
chill,numeric
warming,numeric
rainfall,numeric
warmer,numeric
vary,numeric
diameter,numeric
width,numeric
sized,numeric
inches,numeric
smaller,numeric
bigger,numeric
stature,numeric
depth,numeric
meters,numeric
ceiling,numeric
household,numeric
burden,numeric
moon,numeric
newton,numeric
heavy,numeric
weighing,numeric
slant,numeric
drag,numeric
weights,numeric
reducing,numeric
reduce,numeric
lowering,numeric
artifact,numeric
oppression,numeric
troy,numeric
bias,numeric
saddle,numeric
curvature,numeric
weightlifting,numeric
reduced,numeric
sway,numeric
enough,numeric
dose,numeric
infantry,numeric
ranking,numeric
sixteenth,numeric
crying,numeric
gross,numeric
glaring,numeric
ninth,numeric
eighth,numeric
offensive,numeric
conspicuous,numeric
rating,numeric
conscription,numeric
legion,numeric
distinction,numeric
regiments,numeric
enemy,numeric
tenth,numeric
barony,numeric
tier,numeric
ranks,numeric
assigned,numeric
assumed,numeric
commanding,numeric
distinguished,numeric
calculus,numeric
expanse,numeric
orbit,numeric
enclosure,numeric
courtyard,numeric
room,numeric
parts,numeric
cylinder,numeric
tract,numeric
sector,numeric
niche,numeric
preserve,numeric
groin,numeric
responsibility,numeric
patio,numeric
chancel,numeric
aisle,numeric
front,numeric
realm,numeric
situated,numeric
villages,numeric
vertex,numeric
populated,numeric
border,numeric
communities,numeric
adjoining,numeric
roads,numeric
shore,numeric
primarily,numeric
crossing,numeric
occupied,numeric
gallon,numeric
turnover,numeric
decrease,numeric
gill,numeric
plasma,numeric
volumes,numeric
cube,numeric
2d,numeric
litre,numeric
divide,numeric
split,numeric
thirds,numeric
quantities,numeric
doubling,numeric
fragment,numeric
sizable,numeric
slice,numeric
fracture,numeric
nominal,numeric
minority,numeric
calculated,numeric
estimated,numeric
inch,numeric
pole,numeric
rod,numeric
chain,numeric
digit,numeric
lea,numeric
mesh,numeric
precisely,numeric
functions,numeric
configuration,numeric
equation,numeric
variables,numeric
continuous,numeric
ecuador,numeric
azerbaijan,numeric
latvia,numeric
belarus,numeric
kyrgyzstan,numeric
turkmenistan,numeric
donation,entity
pedal,entity
wing,entity
sucker,entity
contractor,entity
receptor,entity
lens,entity
coloration,entity
coloured,entity
complexion,entity
colored,entity
flush,entity
guise,entity
colours,entity
tones,entity
azure,entity
palette,entity
images,entity
aura,entity
patterns,entity
features,entity
prints,entity
screen,entity
graphic,entity
graphics,entity
textures,entity
buttons,entity
fabric,entity
blend,entity
styles,entity
disguise,entity
timber,entity
crimson,entity
streak,entity
apologize,entity
photography,entity
colors,entity
vision,entity
shades,entity
stripe,entity
dark,entity
allegiance,entity
navy,entity
persuasion,entity
displays,entity
shapes,entity
intent,entity
innovation,entity
conception,entity
creativity,entity
novelty,entity
innovative,entity
advent,entity
innovations,entity
genius,entity
prototype,entity
discovery,entity
aesthetic,entity
aviation,entity
parliament,entity
plastic,entity
socialism,entity
patented,entity
inventions,entity
feminism,entity
shakespeare,entity
tragedy,entity
pioneering,entity
cash,entity
inflation,entity
exchange,entity
markets,entity
coins,entity
tickets,entity
sweden,entity
prevalence,entity
modernism,entity
vogue,entity
treaty,entity
crete,entity
borrowing,entity
bahrain,entity
gold,entity
banks,entity
lending,entity
ivory,entity
investments,entity
traders,entity
investors,entity
weak,entity
rising,entity
yuan,entity
financial,entity
eased,entity
speculative,entity
bonds,entity
infection,entity
influenza,entity
tuberculosis,entity
disability,entity
illnesses,entity
cure,entity
disorders,entity
diagnosis,entity
plague,entity
acute,entity
infections,entity
hiv,entity
cholera,entity
incidence,entity
inflammation,entity
parkinson,entity
aids,entity
injury,entity
diseases,entity
symptoms,entity
vaccine,entity
mortality,entity
conditions,entity
surgery,entity
distress,entity
causes,entity
treating,entity
treat,entity
patients,entity
cancers,entity
severe,entity
complications,entity
diagnosed,entity
affects,entity
strains,entity
prevention,entity
chemicals,entity
treatment,entity
contracted,entity
leukemia,entity
dementia,entity
breast,entity
viruses,entity
cases,entity
bacterium,entity
occurrence,entity
circumstance,entity
exhibition,entity
encounter,entity
happening,entity
tour,entity
celebration,entity
carnival,entity
evening,entity
workshop,entity
venues,entity
campaign,entity
operation,entity
disaster,entity
chance,entity
makeup,entity
aftermath,entity
dent,entity
fallout,entity
relativity,entity
organizers,entity
marathon,entity
competitions,entity
inaugural,entity
tournaments,entity
stages,entity
qualifying,entity
results,entity
swimming,entity
agriculture,entity
bread,entity
rice,entity
cuisine,entity
dish,entity
hunger,entity
canning,entity
feed,entity
restaurant,entity
cereal,entity
ingredients,entity
meals,entity
drinking,entity
beverage,entity
chicken,entity
maize,entity
cheese,entity
starvation,entity
edible,entity
provisions,entity
vegetables,entity
knife,entity
consuming,entity
pasta,entity
chocolate,entity
oil,entity
coffee,entity
supplies,entity
chips,entity
items,entity
fruits,entity
groceries,entity
grocery,entity
restaurants,entity
nutritional,entity
farmers,entity
snack,entity
drinks,entity
clothing,entity
treats,entity
bitter,entity
intake,entity
butcher,entity
smoking,entity
plate,entity
taste,entity
poverty,entity
fertility,entity
fare,entity
coconut,entity
bean,entity
pumpkin,entity
potato,entity
carrot,entity
cabbage,entity
honey,entity
farming,entity
camping,entity
gardening,entity
sweetness,entity
hamburger,entity
medicines,entity
raw,entity
poultry,entity
imported,entity
rations,entity
safe,entity
adding,entity
instrumentation,entity
flute,entity
trumpet,entity
synthesizer,entity
cello,entity
pawn,entity
saxophone,entity
oboe,entity
accordion,entity
tuba,entity
harmonica,entity
viola,entity
indictment,entity
authorization,entity
supporter,entity
passport,entity
papers,entity
judgement,entity
permit,entity
assistant,entity
assignment,entity
brief,entity
instruments,entity
violinist,entity
symphony,entity
strings,entity
incorporating,entity
syntax,entity
vernacular,entity
lyric,entity
morphology,entity
texts,entity
speaking,entity
rousseau,entity
productivity,entity
languages,entity
dialects,entity
rhetoric,entity
unesco,entity
stimulus,entity
onslaught,entity
vocal,entity
charm,entity
translations,entity
speakers,entity
nun,entity
correspondence,entity
memorandum,entity
addressed,entity
beta,entity
gamma,entity
complaint,entity
eta,entity
psi,entity
interview,entity
j,entity
y,entity
report,entity
envelope,entity
m,entity
pastoral,entity
zee,entity
proprietor,entity
garner,entity
issued,entity
requested,entity
stating,entity
submitted,entity
asked,entity
suggested,entity
comments,entity
statements,entity
recommendation,entity
delivered,entity
stated,entity
remarks,entity
presented,entity
accepted,entity
spoke,entity
requests,entity
accompanying,entity
indicated,entity
rejected,entity
informed,entity
quoting,entity
apology,entity
confirming,entity
telling,entity
publicly,entity
cited,entity
quoted,entity
assets,entity
interests,entity
entities,entity
botany,entity
algae,entity
sunlight,entity
soil,entity
facilities,entity
weed,entity
factories,entity
reactor,entity
manufacture,entity
laboratory,entity
depot,entity
crops,entity
warehouse,entity
botanical,entity
trees,entity
spores,entity
potassium,entity
magnesium,entity
hood,entity
annual,entity
bruise,entity
inverted,entity
clustered,entity
endangered,entity
threatened,entity
distillery,entity
winery,entity
insert,entity
puddle,entity
initiate,entity
sawmill,entity
mills,entity
merchandise,entity
sale,entity
intersection,entity
ware,entity
inventory,entity
model,entity
customer,entity
producing,entity
payload,entity
shipment,entity
irregular,entity
outlet,entity
turnout,entity
yield,entity
flick,entity
movie,entity
makes,entity
limited,entity
manufacturers,entity
advertising,entity
creating,entity
materials,entity
introducing,entity
acquisition,entity
companies,entity
sells,entity
applications,entity
focus,entity
makers,entity
medication,entity
availability,entity
solutions,entity
islam,entity
judaism,entity
spirituality,entity
hinduism,entity
worship,entity
morality,entity
meditation,entity
beliefs,entity
spiritual,entity
ideology,entity
catholicism,entity
devil,entity
hell,entity
din,entity
scriptures,entity
conscience,entity
teachings,entity
homosexuality,entity
divinity,entity
banquet,entity
trance,entity
initiation,entity
christians,entity
cultural,entity
cultures,entity
muslims,entity
sexuality,entity
ideas,entity
magic,entity
cleric,entity
afterlife,entity
prophecy,entity
deities,entity
spirit,entity
dance,entity
torah,entity
hades,entity
underworld,entity
analogy,entity
satan,entity
brother,entity
mormon,entity
scientology,entity
religions,entity
traditions,entity
scandinavia,entity
tolerance,entity
creed,entity
discourse,entity
principles,entity
doctrines,entity
notion,entity
rooted,entity
athletics,entity
gymnastics,entity
basketball,entity
skating,entity
tennis,entity
soccer,entity
mutation,entity
referee,entity
riding,entity
rowing,entity
coach,entity
athlete,entity
hockey,entity
athletes,entity
coaches,entity
polo,entity
television,entity
competitive,entity
pleasure,entity
fitness,entity
playoffs,entity
occupation,entity
flip,entity
toss,entity
recreation,entity
aquatics,entity
shot,entity
possession,entity
tuck,entity
scout,entity
shooter,entity
deficit,entity
bout,entity
umpire,entity
kick,entity
punt,entity
paddle,entity
hurdle,entity
loose,entity
disqualified,entity
comedy,entity
sporting,entity
accessory,entity
pixel,entity
division,entity
surround,entity
arsenic,entity
db,entity
helium,entity
hydrogen,entity
md,entity
mv,entity
neon,entity
rn,entity
rf,entity
sg,entity
silicon,entity
sulfur,entity
elements,entity
transformation,entity
objective,entity
uniquely,entity
icon,entity
symbolism,entity
marking,entity
manifestation,entity
seal,entity
mantle,entity
proficiency,entity
simulation,entity
precision,entity
mastery,entity
editing,entity
trick,entity
bonding,entity
experiments,entity
utilizing,entity
counterpart,entity
equals,entity
represents,entity
reciprocal,entity
knowledge,entity
substitute,entity
like,entity
equivalence,entity
worth,entity
amounted,entity
identical,entity
holds,entity
motorcycle,entity
wagon,entity
rocket,entity
driver,entity
trailer,entity
airplanes,entity
craft,entity
spacecraft,entity
cars,entity
trucks,entity
jeep,entity
horse,entity
automobile,entity
van,entity
airplane,entity
crash,entity
maintenance,entity
projectile,entity
dashboard,entity
helicopters,entity
vehicles,entity
streetcar,entity
sedan,entity
parked,entity
pickup,entity
carrying,entity
suv,entity
ethanol,entity
battery,entity
helicopter,entity
armored,entity
logos,entity
intelligence,entity
parole,entity
joke,entity
hybrid,entity
substantive,entity
debate,entity
conference,entity
ventilation,entity
negotiation,entity
talks,entity
messiah,entity
savior,entity
kb,entity
couch,entity
spelled,entity
sounds,entity
appears,entity
fiction,entity
encyclopedia,entity
parchment,entity
textbook,entity
ledger,entity
papyrus,entity
novella,entity
novels,entity
biography,entity
bookstore,entity
leger,entity
library,entity
poetry,entity
essays,entity
poem,entity
writings,entity
preface,entity
publisher,entity
sewing,entity
synagogue,entity
quran,entity
joshua,entity
susanna,entity
micah,entity
jonah,entity
amos,entity
joel,entity
folder,entity
judges,entity
daniel,entity
apocalypse,entity
ezekiel,entity
judith,entity
jeremiah,entity
luke,entity
isaiah,entity
subdivision,entity
ruth,entity
matthew,entity
ezra,entity
exodus,entity
psalms,entity
esther,entity
scroll,entity
published,entity
titled,entity
stories,entity
entitled,entity
illustrated,entity
cardboard,entity
edited,entity
presents,entity
scribe,entity
comic,entity
memoirs,entity
inspired,entity
authors,entity
articles,entity
mystery,entity
fantasy,entity
gall,entity
poems,entity
shows,entity
tales,entity
pages,entity
love,entity
glue,entity
commentary,entity
autobiographical,entity
potter,entity
publications,entity
volatile,entity
kernel,entity
residue,entity
alcohol,entity
drugs,entity
contained,entity
aside,entity
reminder,entity
tenor,entity
implication,entity
poison,entity
agent,entity
submission,entity
substrate,entity
mixture,entity
offer,entity
proposal,entity
insertion,entity
respects,entity
disapproval,entity
commendation,entity
publicity,entity
approval,entity
dedication,entity
guidance,entity
promotion,entity
counseling,entity
garbage,entity
nonsense,entity
bunk,entity
aluminium,entity
substances,entity
clue,entity
mansion,entity
billboard,entity
poster,entity
signed,entity
leaves,entity
thunder,entity
prodigy,entity
posting,entity
whistling,entity
recording,entity
evidence,entity
engage,entity
twins,entity
extend,entity
hoped,entity
hopes,entity
ready,entity
hoping,entity
wants,entity
sending,entity
closer,entity
push,entity
pledge,entity
reasoning,entity
paradigm,entity
performing,entity
acting,entity
algorithms,entity
applying,entity
applied,entity
sampling,entity
modification,entity
theoretical,entity
derived,entity
calculations,entity
formulas,entity
determining,entity
devised,entity
torso,entity
corpse,entity
trunk,entity
abdomen,entity
crotch,entity
bones,entity
militia,entity
bottom,entity
backside,entity
mummy,entity
cavity,entity
corps,entity
colony,entity
recital,entity
cheek,entity
tail,entity
stern,entity
posterior,entity
corpus,entity
bodies,entity
corporal,entity
attached,entity
thigh,entity
removed,entity
eyes,entity
heads,entity
placed,entity
artery,entity
predator,entity
birds,entity
mammals,entity
insects,entity
zoology,entity
squid,entity
cats,entity
monkey,entity
chickens,entity
elephants,entity
deer,entity
tiger,entity
boar,entity
reptiles,entity
snails,entity
captive,entity
transmitter,entity
crested,entity
trap,entity
registered,entity
racer,entity
quarry,entity
survivor,entity
giant,entity
thoroughbred,entity
young,entity
feeder,entity
trailing,entity
tracking,entity
spiders,entity
crabs,entity
shrimp,entity
animals,entity
reindeer,entity
dogs,entity
pigs,entity
moose,entity
breeding,entity
rats,entity
whale,entity
reign,location
possess,location
hall,location
filipino,location
particularly,location
10,location
continue,location
watch,location
governance,location
late,location
mostly,location
vent,location
meridian,location
incline,location
canon,location
mint,location
deal,location
mar,location
track,location
brook,location
wild,location
valley,location
brow,location
incoming,location
plant,location
someplace,location
space,location
work,location
finding,location
venue,location
site,location
posture,location
union,location
regulator,location
county,location
other,location
light,location
formulation,location
use,location
soviet,location
ga,location
tx,location
official,location
announce,location
accord,location
map,location
construction,location
subway,location
base,location
bastion,location
town,location
offence,location
telecom,location
transport,location
business,location
live,location
folk,location
strike,location
berth,location
queen,location
name,abbreviation
initial,abbreviation
linguistics,abbreviation
esteem,description
behavior,description
carriage,description
apparatus,description
somewhat,description
dead,description
likewise,description
fit,description
deliberate,description
much,description
term,description
lack,description
attract,description
jolly,description
requirement,description
portion,description
common,description
testify,description
challenge,description
suspicion,description
intellect,description
bonus,description
await,description
scarcely,description
convince,description
philosopher,description
decidedly,description
rebirth,description
average,description
immunity,description
hostility,description
conflict,description
attempt,description
move,description
measure,description
spread,description
war,description
accent,description
audience,description
excerpt,description
trend,description
exploit,description
menace,description
tolerate,description
insurance,description
point,description
fail,description
loser,description
demand,description
militant,description
standard,description
definition,description
restriction,description
classic,description
interchange,description
individual,human
versatile,human
mortal,human
welfare,human
player,human
sort,human
participate,human
i,human
possible,human
head,human
prize,human
mr,human
clergyman,human
dominate,human
fantastic,human
master,human
confederation,human
corp,human
endeavor,human
direction,human
incorporated,human
agency,human
evolution,human
company,human
beginning,human
administration,human
list,human
subordinate,human
right,human
establish,human
found,human
advance,human
sponsor,human
usage,human
cipher,human
walk,human
sweetheart,human
teach,human
know,human
seldom,human
nearly,human
twain,human
parent,human
bunch,human
revolutionary,human
team,human
collection,human
mass,human
people,human
result,human
carry,human
challenger,human
represent,human
join,human
accompaniment,numeric
schedule,numeric
girl,numeric
familiar,numeric
beau,numeric
follow,numeric
stop,numeric
formally,numeric
switch,numeric
apr,numeric
nov,numeric
termination,numeric
touch,numeric
sep,numeric
month,numeric
dec,numeric
seem,numeric
near,numeric
familiarity,numeric
bore,numeric
jump,numeric
r,numeric
mechanic,numeric
stretching,numeric
latitude,numeric
price,numeric
order,numeric
society,numeric
assure,numeric
concord,numeric
ordering,numeric
sequence,numeric
process,numeric
search,numeric
allow,numeric
maybe,numeric
require,numeric
17,numeric
16,numeric
13,numeric
seven,numeric
metre,numeric
piece,numeric
sensing,numeric
wink,numeric
avatar,numeric
consciousness,numeric
hour,numeric
start,numeric
secular,numeric
gong,numeric
revolution,numeric
cent,numeric
shed,numeric
calculate,numeric
increase,numeric
dollar,numeric
rushing,numeric
pace,numeric
urging,numeric
drive,numeric
wet,numeric
shaking,numeric
shivering,numeric
rain,numeric
breadth,numeric
size,numeric
height,numeric
beat,numeric
roof,numeric
loading,numeric
rake,numeric
puff,numeric
trim,numeric
superman,numeric
cry,numeric
9th,numeric
blazing,numeric
muster,numeric
horde,numeric
note,numeric
regiment,numeric
baronetcy,numeric
grade,numeric
rank,numeric
overlook,numeric
differentiate,numeric
sweep,numeric
range,numeric
court,numeric
corner,numeric
duty,numeric
bench,numeric
region,numeric
edge,numeric
community,numeric
road,numeric
intersect,numeric
volume,numeric
2nd,numeric
rent,numeric
quantity,numeric
idea,numeric
double,numeric
respectable,numeric
slash,numeric
break,numeric
token,numeric
compute,numeric
perch,numeric
just,numeric
teddy,numeric
shape,numeric
par,numeric
variable,numeric
contribution,entity
fly,entity
ghost,entity
color,entity
grain,entity
bloom,entity
smell,entity
image,entity
feature,entity
print,entity
graphical,entity
artwork,entity
button,entity
cloth,entity
blending,entity
way,entity
camouflage,entity
ruby,entity
imagination,entity
bar,entity
darkness,entity
commitment,entity
sentiment,entity
form,entity
purpose,entity
groundbreaking,entity
institution,entity
star,entity
patent,entity
ticket,entity
pact,entity
adoption,entity
amber,entity
bank,entity
bone,entity
dealer,entity
investor,entity
rise,entity
fiscal,entity
risky,entity
handicap,entity
disorder,entity
assistance,entity
wound,entity
disease,entity
condition,entity
grounds,entity
cover,entity
ache,entity
discussion,entity
shrink,entity
stirred,entity
bacteria,entity
exposition,entity
bump,entity
circus,entity
even,entity
movement,entity
scratch,entity
arranger,entity
competition,entity
maiden,entity
tournament,entity
stage,entity
modify,entity
swim,entity
knockout,entity
ingredient,entity
meal,entity
bitch,entity
vegetable,entity
tongue,entity
provision,entity
chip,entity
item,entity
fruit,entity
drink,entity
cleanup,entity
bitterness,entity
smoke,entity
preference,entity
menu,entity
attic,entity
camp,entity
sweet,entity
medicine,entity
tending,entity
sax,entity
authority,entity
protagonist,entity
document,entity
help,entity
appointment,entity
certification,entity
instrument,entity
contain,entity
language,entity
text,entity
talk,entity
stimulation,entity
onset,entity
outspoken,entity
stock,entity
translation,entity
speaker,entity
address,entity
z,entity
owner,entity
request,entity
hint,entity
gossip,entity
statement,entity
prompting,entity
remark,entity
portray,entity
refuse,entity
inform,entity
cite,entity
excuse,entity
say,entity
quote,entity
asset,entity
interest,entity
entity,entity
all,entity
facility,entity
fabrication,entity
lab,entity
botanic,entity
mg,entity
bundle,entity
pool,entity
prime,entity
product,entity
client,entity
issue,entity
maker,entity
create,entity
stuff,entity
divine,entity
god,entity
speculation,entity
spectral,entity
inferno,entity
bible,entity
preaching,entity
feast,entity
spell,entity
trigger,entity
christian,entity
ethnic,entity
sex,entity
flavour,entity
pluto,entity
principle,entity
settle,entity
skate,entity
sport,entity
ref,entity
jock,entity
steer,entity
joy,entity
playoff,entity
picket,entity
rush,entity
vault,entity
open,entity
h,entity
doctor,entity
aim,entity
tag,entity
technique,entity
supremacy,entity
john,entity
experiment,entity
match,entity
substitution,entity
mutual,entity
corresponding,entity
amount,entity
preview,entity
cycle,entity
rider,entity
vanguard,entity
plane,entity
clash,entity
missile,entity
chopper,entity
saloon,entity
park,entity
convey,entity
armoured,entity
logo,entity
news,entity
word,entity
laugh,entity
argument,entity
league,entity
christ,entity
lounge,entity
article,entity
sound,entity
fable,entity
publication,entity
instance,entity
writing,entity
temple,entity
revealing,entity
story,entity
illustrate,entity
edit,entity
source,entity
narration,entity
page,entity
beloved,entity
gum,entity
comment,entity
marrow,entity
residual,entity
drug,entity
away,entity
commemoration,entity
monitor,entity
strain,entity
compliance,entity
offering,entity
scene,entity
dislike,entity
citation,entity
packaging,entity
loyalty,entity
advise,entity
aluminum,entity
substance,entity
declaration,entity
farewell,entity
boom,entity
twin,entity
hop,entity
quick,entity
want,entity
assurance,entity
argue,entity
apply,entity
give,entity
limiting,entity
computation,entity
formula,entity
coherent,entity
body,entity
os,entity
reserves,entity
thread,entity
bodied,entity
optic,entity
vulture,entity
bird,entity
mammalian,entity
prisoner,entity
cap,entity
read,entity
prey,entity
immature,entity
spider,entity
crab,entity
brute,entity
dog,entity
rat,entity
hulk,entity
1970s,neutral
1980s,neutral
19th,neutral
1st,neutral
20th,neutral
3rd,neutral
aa,neutral
aaa,neutral
aarhus,neutral
aaron,neutral
ab,neutral
aba,neutral
aback,neutral
abandon,neutral
abandoned,neutral
abandoning,neutral
abandonment,neutral
abbas,neutral
abbess,neutral
abbey,neutral
abbot,neutral
abbott,neutral
abbreviation,neutral
abby,neutral
abc,neutral
abd,neutral
abdominal,neutral
